owner	sequence	script_name	native_kind	android_arm64	android_armv7	ios_arm64	ios_armv7	registration_status	body_status	evidence_report	notes
Player	79	draw	TYPED_DETAIL_METHOD	name=0x14D3DEA; publish=0x6D5F14; callbacks=0x6D3398	name=0xD84784; publish=0x598716; callbacks=0x597864	name=0x10195CEBE; publish=0x10012514C; callbacks=0x100123C84	name=0x174F222; publish=0x124398; callbacks=0x122F28	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	80	setDrawAffineTranslateMatrix	METHOD	name=0x14D3F1A; publish=0x6D5F84; callbacks=0x6D22F4	name=0xD848D0; publish=0x59872C; callbacks=0x596C40	name=0x10195CEC8; publish=0x10012516C; callbacks=0x100122D54	name=0x174F22C; publish=0x1243B6; callbacks=0x121D90	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	81	contains	METHOD	name=0x14BEEC8; publish=0x6D5FF4; callbacks=0x6D071C	name=0xD76C6C; publish=0x598742; callbacks=0x595AF8	name=0x10195B27C; publish=0x10012518C; callbacks=0x1001218E8	name=0x174D5E0; publish=0x1243D4; callbacks=0x12065C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md	
Player	82	calcViewParam	METHOD	name=0x14D6632; publish=0x6D6064; callbacks=0x6CE908	name=0x598C34; publish=0x598756; callbacks=0x594958	name=0x10195CF02; publish=0x1001251AC; callbacks=0x1001201CC	name=0x174F266; publish=0x1243F2; callbacks=0x11EED4	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	83	getCommandList	METHOD	name=0x14D4204; publish=0x6D60D4; callbacks=0x6D0E2C	name=0xD84B8A; publish=0x59876C; callbacks=0x595FF0	name=0x10195CF1E; publish=0x1001251CC; callbacks=0x100121EB0	name=0x174F282; publish=0x124410; callbacks=0x120CF8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	84	getLayerMotion	METHOD	name=0x14D664E; publish=0x6D6144; callbacks=0x6D0D78	name=0xD85F10; publish=0x598782; callbacks=0x595F74	name=0x10195CF3C; publish=0x1001251EC; callbacks=0x100121E38	name=0x174F2A0; publish=0x12442E; callbacks=0x120C2C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_raw_label_resolver_caller_closure_four_binary_2026-08-27.md	
Player	85	getLayerGetter	METHOD	name=0x14D666C; publish=0x6D61B4; callbacks=0x6D0CD4	name=0xD85F2E; publish=0x598798; callbacks=0x595EF4	name=0x10195CF5A; publish=0x10012520C; callbacks=0x100121D64	name=0x174F2BE; publish=0x12444C; callbacks=0x120B2C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	86	getLayerGetterList	METHOD	name=0x14D668A; publish=0x6D621C; callbacks=0x6D2368	name=0xD85F4C; publish=0x5987AE; callbacks=0x596CD4	name=0x10195CF78; publish=0x10012522C; callbacks=0x100122DC0	name=0x174F2DC; publish=0x12446A; callbacks=0x121E18	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	87	skipToSync	METHOD	name=0x14D66B0; publish=0x6D6238; callbacks=0x6D08E4	name=0xD85F72; publish=0x5987C4; callbacks=0x595C48	name=0x10195CF9E; publish=0x10012524C; callbacks=0x100121A78	name=0x174F302; publish=0x124488; callbacks=0x1207F8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	88	onAction	METHOD	name=0x14D6152; publish=0x6D62B8; callbacks=0x6D6E30	name=0xD85B14; publish=0x5987DA; callbacks=0x599142	name=0x10195C6F0; publish=0x10012526C; callbacks=0x10012595C	name=0x174EA54; publish=0x1244A6; callbacks=0x124B5C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	89	onSync	METHOD	name=0x14D6144; publish=0x6D62D4; callbacks=0x6D6E34	name=0xD85B06; publish=0x5987F0; callbacks=0x599144	name=0x10195C6E2; publish=0x10012528C; callbacks=0x100125960	name=0x174EA46; publish=0x1244C4; callbacks=0x124B5E	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	90	onGroundCorrection	METHOD	name=0x14D60E2; publish=0x6D6354; callbacks=0x6D6E38	name=0xD85AD4; publish=0x598806; callbacks=0x599146	name=0x10195C64A; publish=0x1001252AC; callbacks=0x100125964	name=0x174E9AE; publish=0x1244E2; callbacks=0x124B60	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	91	onFindMotion	METHOD	name=0x14D5CC4; publish=0x6D63C4; callbacks=0x6D6E40	name=0xD8572C; publish=0x59881C; callbacks=0x599152	name=0x10195C1CC; publish=0x1001252CC; callbacks=0x10012596C	name=0x174E530; publish=0x124500; callbacks=0x124B6C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	92	isExistMotion	METHOD	name=0x14D5A22; publish=0x6D6434; callbacks=0x6CDBD4	name=0xD85542; publish=0x598832; callbacks=0x5942F4	name=0x10195BED0; publish=0x1001252EC; callbacks=0x10011F558	name=0x174E234; publish=0x12451E; callbacks=0x11E054	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	93	setStereovisionCameraPosition	METHOD	name=0x14D66C6; publish=0x6D64A4; callbacks=0x6CD420	name=0x598CA4; publish=0x598846; callbacks=0x593F44	name=0x10195CFB4; publish=0x10012530C; callbacks=0x10011F54C	name=0x174F318; publish=0x12453C; callbacks=0x11E038	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Point	1	<constructor>	ZERO_ARG_CONSTRUCTOR	registrar=0x68E39C; ctor_publish=inline	registrar=0x56E348; ctor_publish=0x56E3D4	registrar=0x1000F079C; ctor_publish=0x1000F0854	registrar=0xECA00; ctor_publish=0xECA98	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_default_constructors_four_binary_2026-08-26.md	
Point	2	type	RO_PROPERTY	registrar=0x68E39C; callback=0x68E628	registrar=0x56E348; callback=0x56E3FA	registrar=0x1000F079C; callback=0x1000F08A4	registrar=0xECA00; callback=0xECABE	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Point	3	contains	METHOD	registrar=0x68E39C; callback=0x68E1D0	registrar=0x56E348; callback=0x56E1B0	registrar=0x1000F079C; callback=0x1000F0670	registrar=0xECA00; callback=0xEC8D0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_contains_boundary_four_binary_2026-08-26.md	
Point	4	x	RO_PROPERTY	registrar=0x68E39C; callback=0x68E630	registrar=0x56E348; callback=0x56E3FE	registrar=0x1000F079C; callback=0x1000F08AC	registrar=0xECA00; callback=0xECAC2	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Point	5	y	RO_PROPERTY	registrar=0x68E39C; callback=0x68E638	registrar=0x56E348; callback=0x56E408	registrar=0x1000F079C; callback=0x1000F08B4	registrar=0xECA00; callback=0xECACC	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Quad	1	<constructor>	ZERO_ARG_CONSTRUCTOR	registrar=0x68EEB0; ctor_publish=inline	registrar=0x56E760; ctor_publish=0x56E7D0	registrar=0x1000F0B7C; ctor_publish=0x1000F0C0C	registrar=0xECD06; ctor_publish=0xECD7C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_default_constructors_four_binary_2026-08-26.md	
Quad	2	type	RO_PROPERTY	registrar=0x68EEB0; callback=0x68E628	registrar=0x56E760; callback=0x56E3FA	registrar=0x1000F0B7C; callback=0x1000F08A4	registrar=0xECD06; callback=0xECABE	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Quad	3	contains	METHOD	registrar=0x68EEB0; callback=0x68E1D0	registrar=0x56E760; callback=0x56E1B0	registrar=0x1000F0B7C; callback=0x1000F0670	registrar=0xECD06; callback=0xEC8D0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_contains_boundary_four_binary_2026-08-26.md	
Quad	4	p	RO_PROPERTY	registrar=0x68EEB0; callback=0x68F0D4	registrar=0x56E760; callback=0x56E7F8	registrar=0x1000F0B7C; callback=0x1000F0C5C	registrar=0xECD06; callback=0xECDA4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_layergetter_quad_exception_frontiers_four_binary_2026-08-27.md	
Rect	1	<constructor>	ZERO_ARG_CONSTRUCTOR	registrar=0x68EA84; ctor_publish=inline	registrar=0x56E5CC; ctor_publish=0x56E690	registrar=0x1000F09F4; ctor_publish=0x1000F0AFC	registrar=0xECBC8; ctor_publish=0xECCA4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_default_constructors_four_binary_2026-08-26.md	
Rect	2	type	RO_PROPERTY	registrar=0x68EA84; callback=0x68E628	registrar=0x56E5CC; callback=0x56E3FA	registrar=0x1000F09F4; callback=0x1000F08A4	registrar=0xECBC8; callback=0xECABE	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Rect	3	contains	METHOD	registrar=0x68EA84; callback=0x68E1D0	registrar=0x56E5CC; callback=0x56E1B0	registrar=0x1000F09F4; callback=0x1000F0670	registrar=0xECBC8; callback=0xEC8D0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_contains_boundary_four_binary_2026-08-26.md	
Rect	4	l	RO_PROPERTY	registrar=0x68EA84; callback=0x68EDE0	registrar=0x56E5CC; callback=0x56E6B6	registrar=0x1000F09F4; callback=0x1000F0B4C	registrar=0xECBC8; callback=0xECCCA	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Rect	5	t	RO_PROPERTY	registrar=0x68EA84; callback=0x68EDE8	registrar=0x56E5CC; callback=0x56E6C0	registrar=0x1000F09F4; callback=0x1000F0B54	registrar=0xECBC8; callback=0xECCD4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Rect	6	w	RO_PROPERTY	registrar=0x68EA84; callback=0x68EDF0	registrar=0x56E5CC; callback=0x56E6CA	registrar=0x1000F09F4; callback=0x1000F0B5C	registrar=0xECBC8; callback=0xECCDE	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
Rect	7	h	RO_PROPERTY	registrar=0x68EA84; callback=0x68EE00	registrar=0x56E5CC; callback=0x56E6DC	registrar=0x1000F09F4; callback=0x1000F0B6C	registrar=0xECBC8; callback=0xECCF0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_geometry_scalar_getters_four_binary_2026-08-26.md	
ResourceManager	1	<constructor>	TYPED_CONSTRUCTOR_VARIANT_INT	wrapper=0x6FBEA4; setup=0x6FC014; registrar=0x6A8C9C; ctor_publish=inline@0x6A8CBC; invoke=0x6E9A98; construct_attach=0x6E9B70; allocate_convert=0x6E9C88; native_ctor=0x6A5CAC	wrapper=0x5997C0; setup=0x5B6F80; registrar=0x57C3A8; ctor_publish=0x57C510; invoke=0x5A7DC0; construct_attach=0x5A7E50; allocate_convert=0x5A7F10; native_ctor=0x57B1EC	wrapper=0x100126154; setup=0x10014E6AC; registrar=0x100102E88; ctor_publish=0x100103030; invoke=0x10013A644; construct_attach=0x10013A6E8; allocate_convert=0x10013A7D8; native_ctor=0x100101158	wrapper=0x1251DC; setup=0x150480; registrar=0x1002FC; ctor_publish=0x10047C; invoke=0x13A730; construct_attach=0x13A79C; allocate_convert=0x13A8E4; native_ctor=0xFE254	EVIDENCED_4_4	CONSTRUCTOR_EVIDENCED_4_4	analysis/motionplayer_resourcemanager_ncb_surface_four_binary_2026-08-27.md	argc>=2; argv[0] copied as Variant; argv[1] converted to tjs_int; surplus arguments ignored
ResourceManager	2	loadSource	METHOD	registrar=0x6A8C9C; callback=entry=0x6A4F88; containing_func=0x6A4CD4	registrar=0x57C3A8; callback=0x57ACC8	registrar=0x100102E88; callback=0x1001009AC	registrar=0x1002FC; callback=0xFDB50	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	exact SourceCache callback reuse
ResourceManager	3	clearCache	METHOD	registrar=0x6A8C9C; callback=entry=0x6A5818; containing_func=0x6A4CD4	registrar=0x57C3A8; callback=0x57B018	registrar=0x100102E88; callback=0x100100F10	registrar=0x1002FC; callback=0xFE0D4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	exact SourceCache callback reuse
ResourceManager	4	bufLayer	RO_PROPERTY	registrar=0x6A8C9C; callback=get=0x6A58DC	registrar=0x57C3A8; callback=get=0x57B060	registrar=0x100102E88; callback=get=0x100100F84	registrar=0x1002FC; callback=get=0xFE11A	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	exact SourceCache getter reuse; all setter/index slots null
ResourceManager	5	load	METHOD	registrar=0x6A8C9C; callback=0x6A616C	registrar=0x57C3A8; callback=0x57B338	registrar=0x100102E88; callback=0x1001012D8	registrar=0x1002FC; callback=0xFE40C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_load_cache_validate_dispatch_four_binary_2026-08-27.md	
ResourceManager	6	unload	METHOD	registrar=0x6A8C9C; callback=0x6A697C	registrar=0x57C3A8; callback=0x57B6F8	registrar=0x100102E88; callback=0x100101A28	registrar=0x1002FC; callback=0xFEC04	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_unload_single_node_four_binary_2026-08-27.md	
ResourceManager	7	unloadAll	METHOD	registrar=0x6A8C9C; callback=entry=0x6A60D8; containing_func=0x6A5F74	registrar=0x57C3A8; callback=0x57B32C	registrar=0x100102E88; callback=0x1001012CC	registrar=0x1002FC; callback=0xFE3FE	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_unload_all_map_clear_four_binary_2026-08-27.md	Android arm64 callback is an internal entry in the destructor-containing IDA function
ResourceManager	8	isExistMotion	METHOD	registrar=0x6A8C9C; callback=0x6A6AD8	registrar=0x57C3A8; callback=0x57B780	registrar=0x100102E88; callback=0x100101AC8	registrar=0x1002FC; callback=0xFECF4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_is_exist_motion_direct_fallback_scan_four_binary_2026-08-27.md	
ResourceManager	9	findMotion	METHOD	registrar=0x6A8C9C; callback=0x6A72B4	registrar=0x57C3A8; callback=0x57B9F8	registrar=0x100102E88; callback=0x100101E84	registrar=0x1002FC; callback=0xFF11C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_find_motion_dispatch_array_owner_four_binary_2026-08-27.md	
ResourceManager	10	findSource	METHOD	registrar=0x6A8C9C; callback=0x6A7F1C	registrar=0x57C3A8; callback=0x57BDE0	registrar=0x100102E88; callback=0x100102594	registrar=0x1002FC; callback=0xFF890	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_find_source_blank_objsource_owner_four_binary_2026-08-27.md	
ResourceManager	11	random	METHOD	registrar=0x6A8C9C; callback=0x6A894C	registrar=0x57C3A8; callback=0x57C1CC	registrar=0x100102E88; callback=0x100102C90	registrar=0x1002FC; callback=0x1000F0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_random_dispatch_four_binary_2026-08-27.md	
ResourceManager	12	requireLayerId	METHOD	registrar=0x6A8C9C; callback=0x6A8A74	registrar=0x57C3A8; callback=0x57C258	registrar=0x100102E88; callback=0x100102D40	registrar=0x1002FC; callback=0x100240	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_layer_id_set_four_binary_2026-08-27.md	
ResourceManager	13	releaseLayerId	METHOD	registrar=0x6A8C9C; callback=0x6A8B30	registrar=0x57C3A8; callback=0x57C2C8	registrar=0x100102E88; callback=0x100102DB8	registrar=0x1002FC; callback=0x10028A	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_resourcemanager_layer_id_set_four_binary_2026-08-27.md	
SeparateLayerAdaptor	1	<constructor>	TYPED_CONSTRUCTOR	registrar=0x6A9378; invoke=0x6EBECC; attach=0x6EBFA4; allocate=0x6EC0BC	registrar=0x57C5A8; invoke=0x5AA1C8; allocate_attach=0x5AA258	registrar=0x100103080; invoke=0x10013D3E8; allocate_attach=0x10013D48C	registrar=0x1004A6; invoke=0x13DE14; attach=0x13DE80; allocate=0x13DFC8	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_separate_layer_ncb_surface_four_binary_2026-08-27.md	
SeparateLayerAdaptor	2	absolute	RW_PROPERTY	registrar=0x6A9378; callback=get=0x6A9638,set=0x6A9640	registrar=0x57C5A8; callback=get=0x57C67E,set=0x57C682	registrar=0x100103080; callback=get=0x100103188,set=0x100103190	registrar=0x1004A6; callback=get=0x100574,set=0x100578	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_separate_layer_ncb_surface_four_binary_2026-08-27.md	
SeparateLayerAdaptor	3	targetLayer	RW_PROPERTY	registrar=0x6A9378; callback=get=0x6A9648,set=0x6A9654	registrar=0x57C5A8; callback=get=0x57C686,set=0x57C692	registrar=0x100103080; callback=get=0x100103198,set=0x1001031A4	registrar=0x1004A6; callback=get=0x10057C,set=0x100588	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_separate_layer_target_layer_property_four_binary_2026-08-27.md	
SeparateLayerAdaptor	4	clear	METHOD	registrar=0x6A9378; callback=0x6A965C	registrar=0x57C5A8; callback=0x57C698	registrar=0x100103080; callback=0x1001031AC	registrar=0x1004A6; callback=0x100590	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_separate_layer_clear_destructor_four_binary_2026-08-27.md	
SeparateLayerAdaptor	5	assign	METHOD	registrar=0x6A9378; wrapper=0x6EC920; body=0x6A97F0	registrar=0x57C5A8; wrapper=0x5AAD1C; body=0x57C814	registrar=0x100103080; wrapper=0x10013E198; body=0x10010347C	registrar=0x1004A6; wrapper=0x13EED4; body=0x100874	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_separate_layer_assign_four_binary_2026-08-27.md	
SourceCache	1	<constructor>	ZERO_ARG_CONSTRUCTOR	wrapper=0x6FB504; setup=0x6FB668; registrar=0x6A5988; ctor_publish=inline@0x6A59A8	wrapper=0x599738; setup=0x5B6A20; registrar=0x57B0DC; ctor_publish=0x57B14C	wrapper=0x100126064; setup=0x10014DF88; registrar=0x100100F90; ctor_publish=0x100101018	wrapper=0x12514C; setup=0x14FC78; registrar=0xFE12A; ctor_publish=0xFE19C	EVIDENCED_4_4	CONSTRUCTOR_EVIDENCED_4_4	analysis/motionplayer_sourcecache_objsource_ncb_surface_four_binary_2026-08-27.md	
SourceCache	2	loadSource	METHOD	registrar=0x6A5988; callback=entry=0x6A4F88; containing_func=0x6A4CD4	registrar=0x57B0DC; callback=0x57ACC8	registrar=0x100100F90; callback=0x1001009AC	registrar=0xFE12A; callback=0xFDB50	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	Android arm64 callback is an internal entry in one combined IDA function range
SourceCache	3	clearCache	METHOD	registrar=0x6A5988; callback=entry=0x6A5818; containing_func=0x6A4CD4	registrar=0x57B0DC; callback=0x57B018	registrar=0x100100F90; callback=0x100100F10	registrar=0xFE12A; callback=0xFE0D4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	Android arm64 callback is an internal entry in one combined IDA function range
SourceCache	4	bufLayer	RO_PROPERTY	registrar=0x6A5988; callback=get=0x6A58DC	registrar=0x57B0DC; callback=get=0x57B060	registrar=0x100100F90; callback=get=0x100100F84	registrar=0xFE12A; callback=get=0xFE11A	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_sourcecache_load_clear_buflayer_four_binary_2026-08-27.md	
